CharacterDesignId,CharacterDesignName,RaceType,FinalHp,FinalPilot,FinalAttack,FinalRepair,FinalWeapon,FinalScience,FinalEngine,FireResistance,Rarity,SpecialAbilityType,SpecialAbilityFinalArgument,WalkingSpeed,RunSpeed,TrainingCapacity,EquipmentMask,CollectionDesignId,Flags,Head,Body,Leg,CharacterDesignDescription
321,Server Eric,White,8,20,2.3,2.8,12,13,26,1,Epic,AddReload,40,1,2,80,6,1,19,11324,11328,11332,The real Eric is standing up - next to the server adding stuff.
322,Capricorn,Animal,8,13,2.6,2.2,14,23,18,0,Hero,AddReload,45,1,2,90,10,9,3,8445,8449,8453,Possibly the horniest guy in the galaxy. Also refuses to run at fast speeds to avoid creasing his fine suit.
323,Harmony Dragon,Animal,10,12,2.9,2,13,27,13,0,Special,HealSameRoomCharacters,7,1,2,100,24,0,3,11511,11515,11519,A Beautiful Mystical creature with healing powers.
324,Aquarius,White,9,23,2.4,2.4,14,12,13,50,Hero,HealSameRoomCharacters,7,1,2,90,10,9,3,8421,8425,8429,Washes hands 50 times a day.
325,Draki Soldier,Alien,11,9,3.2,1.2,17,13,13,0,Special,HealRoomHp,10,1,2,100,12,0,7,11995,11999,12003,ZAKI? Soldier. 2019 January Tournament Crew.
326,Pisces,Black,9,11,2.8,2.4,13,22,12,0,Hero,Freeze,250,1,2,90,6,9,3,8493,8497,8501,Prefers seafood.
327,Wandering Spirit,Animal,8,8,3,2,8,15,6,2,Unique,DamageToCurrentEnemy,6,1,3,70,10,0,3,12274,12278,12282,A ghost of captains past.
328,Ancestral Spirit,Animal,12,4,2.9,2.2,22,9,15,1,Hero,DamageToSameRoomCharacters,7,1,2,90,24,0,3,12259,12263,12267,A ghost of captains present. How does that work?
329,Ichigo,Asian,9,9,3.5,1.5,25,16,9,1,Hero,DamageToCurrentEnemy,10,1,2,90,24,0,3,12237,12241,12245,If he's got a bat stand back! This guy hits like no one else!
330,Aries,White,10,23,2.8,2,10,17,12,0,Hero,HealSelfHp,10,1,2,90,10,9,3,8433,8437,8441,First of the Zodiacs! Impetuosity is her trademark.
331,Mangrove,Alien,9,6,2.6,1.8,8,9,8,0,Unique,DamageToSameRoomCharacters,8,1,2,70,16,0,3,12297,12301,12305,The salad that bites back!
332,Cypress,Alien,9,8,2.6,2,8,11,8,0,Unique,DamageToSameRoomCharacters,8,1,2,70,1,0,3,12309,12313,12317,Loves the cold and damp hates summer and French cuisine.
333,Papyrus,Alien,9,6,3,2,10,9,8,0,Unique,DamageToSameRoomCharacters,7,1,2,70,8,0,3,12321,12325,12329,A surprisingly capable mezzo soprano.
334,Timber,Animal,9,9,3.3,1.5,25,10,10,1,Hero,DamageToCurrentEnemy,10,1,2,90,24,5,3,12356,12360,12364,For a professional golfer this tiger spends a lot of time in the woods.
335,Itsura,White,5,7,1.8,1.8,11,8,8,1,Common,None,0,1,2,50,6,1,19,12410,12414,12418,Community Manager for Russia and Beyond!
336,Infested Qtarian,White,8,0,2.6,0.6,7.2,0,8.5,0,Elite,DamageToSameRoomCharacters,7,1,2,50,24,0,1,12423,12427,12431,The empty shell of a once-proud Qtarian. Fights with unfeeling brutality.
337,Bliss,White,8,15,2.6,2.9,15,12,22,50,Epic,HealSameRoomCharacters,6,1,2,80,12,1,19,12436,12440,12444,Master media manipulator. Never without a fire extinguisher for the multiple social media accounts.
338,Zongzi-Man,Alien,10,10,2.5,2.5,15,21,20,20,Hero,DamageToSameRoomCharacters,7,1,2,90,24,0,3,12618,12622,12627,Alien by day Rice Dumpling by night! It's Zongzi-Man!
339,Zongzi Droid,Robot,7,0,1,1.2,0,0,0,30,Common,HealSelfHp,3,2,2,0,0,0,0,12605,12609,12613,A mad scientist's obsession with rice dumplings led him to invent a strange contraption that is part droid and part rice dumpling.
340,Xeon,Asian,12,13,3,2.5,17,21,12,50,Special,DamageToSameRoomCharacters,7,1,2,100,24,15,1,12734,12738,12742,An errant Ardent warrior that decided to embark on a quest to find secret technology that could save his home galaxy.
342,Western Crow,Alien,12,7,2.8,2.5,13,22,22,1,Hero,DeductReload,360,1,2,90,6,0,3,12754,12758,12762,A genetic food experiment gone wrong what was once a grain of rice has mutated into a monstrous yet dastardly handsome humanoid creature.
343,Princess Vega,Asian,10,19,2.8,2.5,9,13,8,1,Special,Freeze,280,1,2,100,17,16,1,12813,12817,12821,The royal princess of a distant empire in search of her lost love. Has an unhealthy addiction to weaving.
344,Altair,Asian,10,19,2.5,2.8,15,16,12,0,Special,DamageToSameRoomCharacters,7,1,3,100,17,16,1,12801,12805,12809,A wanderer from a distant galaxy that herds Starcows for a living and is now attempting to find a way home after accidentally getting sucked into a black hole.
345,Sherry,Asian,9,18,3.2,2.1,15,13,14,1,Epic,Freeze,260,1,2,80,6,1,19,12859,12863,12867,Can tell how powerful you are with her unique power detector.
346,Snowie,Robot,8,15,2.2,3.2,19,9,21,1,Hero,DamageToCurrentEnemy,9,1,3,100,6,0,3,12954,12958,12962,Don't let his cute exterior fool you! This cyborg-assassin bunny can kill you armed with only snowballs.
347,Commodore Firenz,Black,9,18,3,3.4,15,20,20,5,Hero,HealSameRoomCharacters,8,1,3,90,6,7,3,12529,12533,12537,An inspirational Federation leader who quickly gives aid wherever needed to maintain her ship as a strategic asset on the battlefield.
348,Galactic Sprite,Animal,13,9,1.5,3.3,10,23,28,40,Legendary,Freeze,320,3,3,110,24,0,3,12975,12979,12983,The orphaned child of forgotten divinities. Isn't she cute? She hates you all of you. So so much.
349,Loong,Alien,10,23,2.9,1.9,23,8,11,0,Special,Freeze,280,1,2,100,24,0,1,13002,13006,13010,Tournament reward for September 2019. This proud warrior has only one weakness: An unquenchable thirst for fine green tea.
350,Galactic Alchemist,White,12,12,2,2,17,29,14,100,Legendary,SetFire,1000,1,2,110,17,0,3,12988,12992,12996,Cold and inscrutable her search for immortality has led her to knowledge best left forgotten...
351,Namith,White,10,13,3.7,1.8,24,17,12,50,Special,Freeze,230,1,2,100,24,14,1,13035,13039,13043,A villainous warrior of The Eaten Alliance she twists Visiri biomachinery into parasitic instruments of oppression and control. 
352,Countess Miyoko,White,9,18,1.8,1.8,15,17,21,95,Hero,SetFire,500,1,2,90,6,6,3,13052,13056,13060,Voted 'most likely to overthrow the empress' in her high-school yearbook. Her parents couldn't be more proud.
353,Ghostly Holo-Droid,Robot,4,0,1,1.8,0,0,0,60,Common,Freeze,100,2,2,0,0,0,0,13102,13106,13110,I was working in the lab late one night when my eyes beheld an eerie sight. For my ghost from his projector began to rise. And suddenly to my surprise; He did the mash! He did the monster mash!
354,Alibaba,White,8,9,2.3,2.5,16,9,14,3,Epic,DamageToSameRoomCharacters,7,1,2,80,10,0,19,13139,13143,13147,No vault is safe from this dashing thief. Open Sesame!
355,Turkey Hero,Animal,10,15,1.2,3.5,23,9,18,95,Hero,HealRoomHp,6,2,2,90,9,0,3,13187,13191,13195,Superhero turkey who survived the trials of the oven
356,Cyber Duck,Robot,14,12,1.2,1.2,17,27,22,100,Legendary,AddReload,50,2,3,110,24,0,3,13209,13213,13217,Looks tougher than it is.
357,Galactic Snow Maiden,White,9,18,3.2,2.5,26,16,17,0,Legendary,Freeze,300,1,2,110,9,0,3,13236,13240,13244,Able to communicate with woodland creatures this powerful but naive frost manipulator is the only person the galactic sprite doesn't completely hate.
358,Rudolph,Animal,10,20,2,2.8,18,18,18,20,Hero,HealSameRoomCharacters,6,2,3,90,9,0,3,13224,13228,13232,Rudolph the Red-Nosed Reindeer had a very shiny nose and if you ever saw it you would even say it glows...
359,Glitch,Robot,10,20,2.8,2.8,18,23,16,20,Hero,DeductReload,610,2,2,90,6,0,3,13291,13295,13299,01001000 01101001 01110011 01110011 
361,Meng Huo,Asian,12,8,2.5,2.2,21,23,8,6,Hero,HealSelfHp,11,1,2,90,5,2,3,13368,13372,13376,Seven times captured seven times freed! A powerful warrior of the Three Kingdoms.
362,Xiahou Dun,Asian,11,8,2.8,2,14,16,21,6,Hero,DamageToSameRoomCharacters,6,1,2,90,6,2,3,13355,13359,13363,What could be more hardcore than eating your own eye? A courageous general of the Three Kingdoms.
363,Ma Chao,Asian,11,24,2.5,2.4,19,19,14,6,Hero,DamageToCurrentEnemy,9,1,2,90,6,2,3,13381,13385,13389, Hero or traitor? You be the judge. A brave leader of the Three Kingdoms.
364,Cupid Trooper,White,9,15,2.6,2.5,23,14,19,3,Hero,AddReload,50,1,3,90,20,0,3,13799,13803,13807,Shot through the heart and you're to blame! You give love a bad name!
